NATIONALITY,EG_FGN_RESIDENT,ID_TYPE,CUSTOMER_SEGMENT,INDUSTRY,JOB_TITLE,INCOME_SOURCE,SEX,TITLE,AGE,CONTACT_DATE,ACCOUNT_SINCE,DATE_TIME_LOANS,LOAN_START_DATE,LOAN_END_DATE,CUSTOMER_TYPE,KYC_DATE,KYC_REMAINING_DAYS,KYC_YEARS_INT,KYC_RISK_RATE,KYC_RISK_CATEG,CUSTOMER_STATUS,CURRENCY,INTEREST_BASIS,LOAN_MONTHS,LOAN_AMOUNT,TOTAL_LOAN_AMOUNT,TOT_INTEREST_AMT,MONTHLY_PAYMENT,CONTRACT_TYPE,ISL&SME_REPAY_TYPE,HAS_CHRG,CHRG_CODE,INTEREST_RATE,LOAN_TYPE,LOAN_SUB_TYPE,POSTING_RESTRICT,TOTAL_MONTHLY_INCOME,JOINT_SEPARAT,MARITAL_STATUS,DTI,MONTHLY_PAYMENT_BURDEN,ANNUALIZED_PAYMENT_BURDEN,CUMULATIVE_INTEREST_PCT,EFFECTIVE_INTEREST_RATE,INTEREST_TO_INCOME_RATIO,INTEREST_COVERAGE,PAYMENT_TO_LOAN_RATIO,PRINCIPAL_SHARE_PER_MONTH,LOAN_TO_INCOME_EXPOSURE,TOTAL_COST_TO_INCOME_EXPOSURE,INTEREST_SHARE_TOTAL,PRINCIPAL_SHARE_TOTAL,PRINCIPAL_TO_INTEREST_RATIO,OVERDUE_STATUS
KW,FGN,Passport,Thahabi,"Others (Goodwife, Non Adult ...)",Retired,Other,M,,57,2009-11-25,2009-02-23,2022-11-14,2021-02-22,2025-02-20,Normal,2023-11-28,1553,5,LOW,High-Low,Non-Borrower,EGP,A,48,60000.0,77263.18817404336,17263.18817404336,1609.6497536259033,AMORT,Demand,0,NO CHARGE,13.0,Personal Loan,Secured Personal Loans,Dormant Accounts Debit Restriction,,,,,,,0.2877198029007227,0.0719299507251806,,4.47560365994359,0.026827495893765,0.7765664531580521,,,0.223433546841948,0.776566453158052,3.47560365994359,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Retired,Other,M,,56,2021-04-20,2021-04-20,2023-07-02,2021-04-28,2031-05-02,Normal,2021-04-20,601,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,120,360000.0,750805.856273409,390805.856273409,6256.7154689450745,AMORT,Demand,1,Statement Charge for LD,17.0,Personal Loan,Per Loan sal-Salary-tr-Group deals,NO RESTRICTION,,,,,,,1.0855718229816915,0.1085571822981691,,1.9211735039818416,0.017379765191514,0.4794848055485925,,,0.5205151944514075,0.4794848055485925,0.9211735039818412,CUR
EG,EG,National ID,Mass,Governmental & Military Employees,Employee,Salary,M,,54,2019-11-17,2019-11-17,2021-11-23,2020-05-26,2025-05-23,Normal,2019-11-17,81,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,60,45000.0,61433.29721940519,16433.29721940519,1023.8882869900864,AMORT,Monthly,1,Admin Charge on LD Retail,13.0,Personal Loan,Secured Personal Loans,ID Update Needed,24166.0,,,2.5421375990815687,0.0423689599846928,0.5084275198163137,0.3651843826534486,0.0730368765306897,0.1360034529455035,3.738342731783731,0.0227530730442241,0.7325017870892606,0.0310353389059008,0.0423689599846928,0.2674982129107395,0.7325017870892605,2.7383427317837308,CUR
EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,55,2009-06-10,2020-02-18,2021-09-01,2020-08-29,2027-09-02,Normal,2020-02-22,178,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,450000.0,745413.7633091304,295413.76330913045,8873.973372727743,AMORT,Monthly,1,Admin Charge on LD Retail,15.75,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,NO RESTRICTION,75000.0,,,9.938850177455071,0.1183196449697032,1.4198357396364392,0.6564750295758455,0.0937821470822636,0.5626928824935818,2.5232871852659944,0.0197199408282838,0.6036915631961313,0.0714285714285714,0.1183196449697032,0.3963084368038687,0.6036915631961314,1.5232871852659944,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,36,2019-06-12,2019-06-12,2020-04-01,2019-07-30,2039-07-02,Normal,2019-06-12,-77,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,136700.0,254360.0747978399,117660.07479783989,1059.8336449909996,AMORT,Monthly,1,Stamp Duty,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,ID Update Needed,10760.0,,,23.639412155933076,0.0984975506497211,1.181970607796654,0.8607174454852955,0.0430358722742647,0.5467475594695163,2.16182146097454,0.0077529893561887,0.5374271104010577,0.0529352540272614,0.0984975506497211,0.4625728895989422,0.5374271104010577,1.16182146097454,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,34,2020-06-22,2020-06-22,2021-12-01,2020-06-27,2027-07-02,Normal,2020-06-22,299,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,150000.0,255673.99253762787,105673.99253762788,3043.738006400332,AMORT,Monthly,1,Admin Charge on LD Retail,16.75,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,NO RESTRICTION,,,,,,,0.704493283584186,0.1006418976548837,,2.4194599484503123,0.0202915867093355,0.5866846233017787,,,0.4133153766982213,0.5866846233017787,1.4194599484503123,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",House Wife,Other,F,,51,2018-12-30,2018-12-30,2022-10-01,2019-09-28,2033-03-01,Normal,2018-12-30,-240,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,162,86200.0,133484.2409316391,47284.2409316391,823.9767958743155,AMORT,Monthly,1,Stamp Duty,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,KYC Update Needed,10760.0,,,12.405598599594711,0.0765777691333007,0.9189332295996084,0.548541078093261,0.0406326724513526,0.3255145320916914,2.823017527649923,0.0095588955437855,0.6457691140045914,0.0494515581256597,0.0765777691333007,0.3542308859954086,0.6457691140045915,1.823017527649923,PDO
EG,EG,National ID,Privilege,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,28,2022-03-21,2022-03-21,2023-07-22,2022-03-22,2028-03-21,Normal,2022-03-21,571,4,MEDIUM,Low Risk Customer,Non-Borrower,EGP,B,72,1210000.0,2086770.2061034893,876770.2061034893,28982.919529215127,AMORT,Demand,1,Statement Charge for LD,20.0,Personal Loan,Secured Personal Loans,NO RESTRICTION,,,SINGLE,,,,0.7246034761185862,0.1207672460197643,,2.380065143154714,0.0239528260572025,0.5798434329093505,,,0.4201565670906495,0.5798434329093505,1.380065143154714,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,F,,36,2017-07-18,2017-07-18,2021-08-01,2017-12-20,2038-06-01,Normal,2017-07-18,-771,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,77300.0,143833.45853601335,66533.45853601335,599.3060772333889,AMORT,Monthly,1,Stamp Duty,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,KYC Update Needed,10760.0,,,13.367421797027262,0.0556975908209469,0.6683710898513632,0.8607174454852956,0.0430358722742647,0.3091703463569393,2.1618214609745396,0.0077529893561887,0.5374271104010577,0.0299333952912019,0.0556975908209469,0.4625728895989423,0.5374271104010577,1.16182146097454,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Retired,Other,M,,58,2019-11-17,2019-11-17,2021-09-29,2020-08-26,2030-09-01,Normal,2019-11-17,81,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,120,400000.0,796600.699397681,396600.69939768105,6638.339161647342,AMORT,Monthly,1,Stamp Duty,15.75,Personal Loan,Per Loan sal-Salary-tr-Group deals,NO RESTRICTION,12500.0,,,63.72805595181448,0.5310671329317873,6.372805595181448,0.9915017484942026,0.0991501748494202,3.1728055951814484,2.0085710907910186,0.0165958479041183,0.5021336289341004,0.2666666666666666,0.5310671329317873,0.4978663710658996,0.5021336289341004,1.0085710907910186,CUR
EG,EG,National ID,Privilege,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,46,2011-12-11,2011-12-11,2022-11-06,2021-07-27,2024-07-26,Normal,2019-09-17,-345,4,MEDIUM,Low Risk Customer,Non-Borrower,EGP,A,36,1000000.0,1256784.5167846335,256784.5167846337,34910.68102179538,AMORT,Demand,0,NO CHARGE,15.5,Personal Loan,Secured Personal Loans,KYC Update Needed,,,,,,,0.2567845167846337,0.0855948389282112,,4.89431579645709,0.0349106810217953,0.7956813492247716,,,0.2043186507752284,0.7956813492247717,3.8943157964570903,PDO
EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",Employee,Salary,F,,34,2019-09-01,2019-09-01,2020-06-15,2019-10-19,2024-10-15,Normal,2019-09-01,4,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,60,50000.0,68259.21913267243,18259.219132672428,1137.6536522112071,AMORT,Monthly,1,Admin Charge on LD Retail,13.0,Personal Loan,Per Loan sal-Salary-tr-Group deals,NO RESTRICTION,8333.0,JOINT,,8.191433953278823,0.1365238992213137,1.6382867906557643,0.3651843826534485,0.0730368765306897,0.4382387887356876,3.738342731783732,0.0227530730442241,0.7325017870892606,0.1000040001600064,0.1365238992213137,0.2674982129107394,0.7325017870892606,2.738342731783732,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,35,2016-01-12,2016-01-12,2021-08-10,2020-09-15,2027-09-11,Normal,2023-01-16,1238,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,30000.0,49337.434065928646,19337.434065928646,587.3504055467696,AMORT,Monthly,1,Stamp Duty,15.5,Personal Loan,Per Loan sal-Salary-tr-Group deals,KYC Update Needed,,JOINT,,,,,0.6445811355309549,0.0920830193615649,,2.5513950763952766,0.0195783468515589,0.6080575645646993,,,0.3919424354353008,0.6080575645646993,1.5513950763952769,CUR
EG,EG,National ID,Privilege,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,46,2020-06-14,2020-06-14,2023-07-23,2022-08-17,2027-08-09,Normal,2020-06-14,-74,4,MEDIUM,Low Risk Customer,Non-Borrower,EGP,B,60,4241700.0,7029068.350823144,2787368.3508231435,117151.13918038573,AMORT,Demand,0,NO CHARGE,22.0,Personal Loan,Secured Personal Loans,Legal Reserved,,,,,,,0.6571347221215889,0.1314269444243177,,2.521757968855238,0.0276189120353598,0.6034512382431554,,,0.3965487617568445,0.6034512382431553,1.5217579688552376,PDO
EG,EG,National ID,Privilege,"Others (Goodwife, Non Adult ...)",Employee,Salary,F,,73,2009-11-11,2008-10-11,2023-07-23,2021-02-16,2025-02-12,Normal,2019-03-18,-528,4,MEDIUM,Low Risk Customer,Non-Borrower,EGP,A,48,1000000.0,1287719.8029007227,287719.8029007227,26827.49589376505,AMORT,Demand,0,NO CHARGE,13.0,Personal Loan,Secured Personal Loans,KYC Update Needed,,,,,,,0.2877198029007227,0.0719299507251806,,4.475603659943589,0.026827495893765,0.7765664531580521,,,0.223433546841948,0.776566453158052,3.475603659943589,CUR
EG,EG,National ID,Upper Privilege,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,42,2018-01-16,2018-01-16,2023-07-23,2021-10-31,2026-10-30,Normal,2020-03-23,-157,4,MEDIUM,Low Risk Customer,Non-Borrower,EGP,B,60,530000.0,764891.476334715,234891.47633471503,12748.19127224525,AMORT,Demand,0,NO CHARGE,15.5,Personal Loan,Secured Personal Loans,KYC Update Needed,,SEPARATE,,,,,0.4431914647824811,0.0886382929564962,,3.2563611428997192,0.024053191079708,0.692908754245384,,,0.307091245754616,0.692908754245384,2.2563611428997192,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,44,2022-03-07,2022-03-07,2023-07-02,2022-03-23,2030-03-01,Normal,2022-03-07,923,5,LOW,Low Risk Customer,Non-Borrower,EGP,B,96,176034.0,230399.78424473127,54365.78424473127,2399.997752549284,AMORT,Demand,1,Stamp Duty,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,NO RESTRICTION,10760.0,,MARRIED,21.41261935359956,0.2230481182666621,2.676577419199945,0.3088368397282983,0.0386046049660372,0.6315727723597964,4.237955681970318,0.0136337170805031,0.7640371738066222,0.1704170539033457,0.2230481182666621,0.2359628261933778,0.7640371738066222,3.237955681970318,CUR
EG,EG,National ID,Privilege,Governmental & Military Employees,Employee,Salary,M,,55,2011-03-29,2016-12-17,2019-08-29,2019-02-19,2027-09-02,Normal,2020-07-27,-31,4,MEDIUM,Low Risk Customer,Non-Borrower,EGP,A,96,120000.0,220279.1509435041,100279.15094350412,2294.5744889948346,AMORT,Monthly,0,NO CHARGE,17.0,Personal Loan,Per-Loan sal-inst-tr Group deals,KYC Update Needed,,JOINT,,,,,0.8356595911958676,0.1044574488994834,,2.1966595136770386,0.0191214540749569,0.544763312760257,,,0.455236687239743,0.5447633127602571,1.1966595136770386,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Others,Other,F,,73,2010-01-27,1979-01-01,2023-07-23,2020-06-13,2024-09-09,Normal,2020-06-03,280,5,LOW,Low Risk Customer,Non-Borrower,EGP,B,51,220000.0,288907.92755680985,68907.92755680985,5664.861324643331,AMORT,Quarterly,0,NO CHARGE,13.25,Personal Loan,Secured Personal Loans,NO RESTRICTION,,,,,,,0.3132178525309538,0.0736983182425773,,4.192666037135206,0.0257493696574696,0.7614882771146526,,,0.2385117228853474,0.7614882771146526,3.1926660371352065,CUR
EG,EG,National ID,Upper Privilege,Professionals,Freelancer,Private business,M,,61,2012-04-17,2012-04-17,2023-07-23,2022-06-26,2024-06-25,Normal,2020-12-29,124,4,MEDIUM,Low Risk Customer,Low Risk,EGP,B,24,950000.0,1143785.3782210266,193785.37822102665,47657.724092542776,AMORT,Demand,0,NO CHARGE,18.5,Personal Loan,Secured Personal Loans,Post No Debits,,,,,,,0.2039846086537122,0.1019923043268561,,5.902330654258415,0.0501660253605713,0.8305754017222808,,,0.1694245982777192,0.8305754017222807,4.902330654258415,PDO
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,44,2019-11-16,2019-11-16,2021-09-29,2019-11-20,2024-12-01,Normal,2019-11-16,80,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,60,177000.0,255444.8892664992,78444.88926649914,4257.414821108319,AMORT,Monthly,1,Statement Charge for LD,15.5,Auto Loan,AL-SALARIED DP > 40% < 50%,ID Update Needed,,,,,,,0.443191464782481,0.0886382929564962,,3.256361142899721,0.024053191079708,0.692908754245384,,,0.3070912457546159,0.6929087542453839,2.25636114289972,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,39,2013-12-22,2013-12-22,2021-09-29,2019-03-30,2024-04-01,Normal,2021-09-14,748,5,LOW,Low Risk Customer,Marginally,EGP,A,60,25000.0,34902.37627408145,9902.376274081447,581.7062712346908,AMORT,Monthly,1,Stamp Duty,14.000000000000002,Personal Loan,Per-Loan sal-inst-tr Group deals,ID Update Needed,,JOINT,,,,,0.3960950509632578,0.0792190101926515,,3.5246465401880545,0.0232682508493876,0.7162836078460662,,,0.2837163921539338,0.7162836078460662,2.524646540188054,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,43,2016-02-03,2016-02-03,2023-07-02,2022-10-30,2029-11-01,Normal,2021-07-07,679,5,LOW,Low Risk Customer,Marginally,EGP,B,84,50000.0,92634.832772899,42634.832772899,1102.7956282487976,AMORT,Demand,1,Statement Charge for LD,19.75,Personal Loan,Per Loan sal-Salary-tr-Group deals,ID Update Needed,,JOINT,,,,,0.8526966554579799,0.1218138079225685,,2.172749996847242,0.0220559125649759,0.5397537675981844,,,0.4602462324018156,0.5397537675981844,1.1727499968472423,CUR
EG,EG,National ID,Privilege,"Others (Goodwife, Non Adult ...)",Freelancer,Salary,M,,41,2011-07-04,2011-07-04,2023-07-25,2022-01-23,2024-01-26,Normal,2021-08-22,360,4,MEDIUM,Low Risk Customer,Non-Borrower,EGP,B,24,430000.0,546918.2720898171,116918.2720898171,22788.26133707571,AMORT,Demand,0,NO CHARGE,24.25,Personal Loan,Secured Personal Loans,ID Update Needed,,,,,,,0.2719029583484118,0.1359514791742059,,4.677782713634976,0.0529959565978504,0.7862235034805781,,,0.213776496519422,0.786223503480578,3.677782713634976,PDO
EG,EG,National ID,Mass,Professionals,Freelancer,Private business,M,,30,2020-09-08,2020-09-08,2021-09-01,2020-09-27,2040-09-01,Normal,2022-11-16,1177,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,180576.0,336000.91343595274,155424.91343595274,1400.0038059831363,AMORT,Monthly,1,Stamp Duty,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,NO RESTRICTION,10760.0,,,31.226850691073675,0.1301118778794736,1.5613425345536835,0.8607174454852956,0.0430358722742647,0.7222347278622339,2.1618214609745396,0.0077529893561887,0.5374271104010577,0.0699256505576208,0.1301118778794736,0.4625728895989423,0.5374271104010577,1.16182146097454,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,43,2019-01-23,2019-01-23,2022-10-01,2019-02-09,2039-08-02,Normal,2019-01-23,-216,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,154760.0,287964.6318633044,133204.63186330436,1199.852632763768,AMORT,Monthly,1,Stamp Duty,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,KYC Update Needed,10760.0,,,26.762512254953943,0.1115104677289747,1.3381256127476966,0.8607174454852956,0.0430358722742647,0.6189806313350574,2.16182146097454,0.0077529893561887,0.5374271104010577,0.0599287484510532,0.1115104677289747,0.4625728895989422,0.5374271104010576,1.16182146097454,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,44,2020-06-20,2020-06-20,2022-10-01,2020-06-22,2027-07-02,Normal,2020-06-20,297,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,144000.0,245447.0328361228,101447.03283612271,2921.9884861443184,AMORT,Monthly,1,Stamp Duty,16.75,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,NO RESTRICTION,8140.0,,,30.153198137115822,0.358966644489474,4.307599733873688,0.7044932835841855,0.1006418976548836,1.7803972066711604,2.419459948450314,0.0202915867093355,0.5866846233017787,0.2106002106002106,0.3589666444894741,0.413315376698221,0.5866846233017787,1.4194599484503134,PDO
EG,EG,National ID,Mass,Professionals,Freelancer,Private business,M,,30,2020-05-25,2020-05-25,2022-10-01,2020-06-16,2025-07-01,Normal,2020-05-25,271,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,60,156000.0,227617.01460912047,71617.01460912058,3793.6169101520095,AMORT,Monthly,1,Stamp Duty,16.0,Auto Loan,AL-SALARIED DP > 40% < 50%,NO RESTRICTION,,,,,,,0.4590834269815422,0.0918166853963084,,3.1782533222228584,0.024318057116359,0.6853617699357573,,,0.3146382300642429,0.6853617699357576,2.1782533222228597,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,53,2020-03-09,2020-03-09,2022-10-01,2020-11-02,2027-11-02,Normal,2022-07-24,1062,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,100000.0,152812.49212971632,52812.49212971632,1819.1963348775755,AMORT,Monthly,1,Admin Charge on LD Retail,13.0,Personal Loan,Per Loan sal-Salary-tr-Group deals,Post No Debits,2500.0,JOINT,,61.12499685188653,0.7276785339510302,8.732142407412363,0.5281249212971632,0.0754464173281661,3.017856693126647,2.8934914064343578,0.0181919633487757,0.654396761719677,0.4761904761904761,0.7276785339510301,0.3456032382803229,0.6543967617196771,1.8934914064343575,CUR
EG,EG,National ID,Privilege,Professionals,Freelancer,Private business,M,,54,2009-11-25,2005-10-10,2022-11-09,2021-10-04,2027-10-03,Normal,2021-10-18,417,4,MEDIUM,Low Risk Customer,Low Risk,EGP,B,72,720000.0,1110282.5952531889,390282.59525318886,15420.591600738731,AMORT,Demand,0,NO CHARGE,15.5,Personal Loan,Secured Personal Loans,NO RESTRICTION,,,,,,,0.5420591600738734,0.0903431933456455,,2.844817085765541,0.0214174883343593,0.6484835510150561,,,0.351516448984944,0.648483551015056,1.8448170857655408,PDO
EG,EG,National ID,Mass,Professionals,Freelancer,Private business,M,,48,2021-01-10,2021-01-10,2022-11-09,2021-01-24,2026-01-23,Normal,2021-01-10,501,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,60,180000.0,245733.1888776208,65733.18887762076,4095.553147960346,AMORT,Demand,0,NO CHARGE,13.0,Personal Loan,Secured Personal Loans,Post No Debits,,,,,,,0.3651843826534486,0.0730368765306897,,3.738342731783731,0.0227530730442241,0.7325017870892605,,,0.2674982129107395,0.7325017870892604,2.7383427317837308,PDO
EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",Retired,Other,M,,51,2021-01-16,2021-01-16,2022-11-09,2021-01-24,2028-01-24,Normal,2021-01-16,507,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,180000.0,275062.4858334894,95062.4858334894,3274.553402779636,AMORT,Demand,0,NO CHARGE,13.0,Personal Loan,Secured Personal Loans,NO RESTRICTION,,,,,,,0.5281249212971633,0.0754464173281661,,2.8934914064343573,0.0181919633487757,0.6543967617196769,,,0.3456032382803229,0.6543967617196771,1.893491406434357,PDO
EG,EG,National ID,Privilege,"Others (Goodwife, Non Adult ...)",Others,Salary,M,,55,2022-06-19,2022-06-19,2022-11-13,2022-06-25,2028-06-21,Normal,2022-06-19,661,4,MEDIUM,Low Risk Customer,Non-Borrower,EGP,B,72,1008000.0,1738400.3039275345,730400.3039275345,24144.4486656602,AMORT,Demand,0,NO CHARGE,20.0,Personal Loan,Secured Personal Loans,ID Update Needed,,,MARRIED,,,,0.7246034761185858,0.1207672460197643,,2.380065143154715,0.0239528260572025,0.5798434329093507,,,0.4201565670906494,0.5798434329093506,1.3800651431547146,CUR
EG,EG,National ID,Beyond Banking,Professionals,Freelancer,Private business,M,,73,2020-11-14,2020-11-14,2022-11-13,2022-08-09,2025-08-08,Normal,2020-11-14,79,4,MEDIUM,Low Risk Customer,Non-Borrower,EGP,B,36,3500000.0,4634600.328796012,1134600.3287960123,128738.89802211146,AMORT,Demand,0,NO CHARGE,19.25,Personal Loan,Secured Personal Loans,ID Update Needed,,,,,,,0.3241715225131464,0.1080571741710487,,4.084786696399115,0.0367825422920318,0.7551891752679434,,,0.2448108247320565,0.7551891752679434,3.084786696399114,PDO
EG,EG,National ID,Privilege,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,68,2010-04-14,1979-01-01,2022-11-13,2021-10-31,2024-11-01,Normal,2020-06-23,-65,4,MEDIUM,Low Risk Customer,Low Risk,EGP,B,36,630000.0,769652.3166666495,139652.31666664954,21379.231018518043,AMORT,Demand,0,NO CHARGE,13.5,Personal Loan,Secured Personal Loans,KYC Update Needed,,,,,,,0.2216703439153167,0.0738901146384389,,5.5112033587227325,0.033935287330981,0.8185514242697518,,,0.1814485757302482,0.8185514242697518,4.5112033587227325,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,43,2018-01-02,2018-01-02,2019-11-02,2018-04-03,2038-10-01,Normal,2018-01-02,-603,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,240,130000.0,241893.2679130884,111893.2679130884,1007.888616304535,AMORT,Monthly,1,Stamp Duty,7.000000000000001,Mortgage Loan,Mort Loan-CBE low incom 7%,KYC Update Needed,10760.0,,,22.480786980770297,0.0936699457532095,1.124039349038515,0.8607174454852954,0.0430358722742647,0.5199501297076599,2.16182146097454,0.0077529893561887,0.5374271104010577,0.0503407682775712,0.0936699457532095,0.4625728895989422,0.5374271104010577,1.16182146097454,CUR
EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",Others,Private business,M,,58,2019-01-12,2019-01-12,2022-11-13,2021-04-07,2025-01-19,Normal,2023-12-03,1558,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,48,45000.0,59296.42703682605,14296.427036826048,1235.342229933876,AMORT,Demand,0,NO CHARGE,14.249999999999998,Personal Loan,Secured Personal Loans,NO RESTRICTION,15000.0,SEPARATE,MARRIED,3.953095135788403,0.0823561486622584,0.9882737839471007,0.3176983785961343,0.0794245946490335,0.2382737839471008,4.147639608419983,0.0274520495540861,0.758899013798129,0.0625,0.0823561486622584,0.241100986201871,0.758899013798129,3.147639608419983,CUR
EG,EG,National ID,Thahabi,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,55,2019-11-09,2019-11-09,2023-07-02,2020-08-31,2027-09-02,Normal,2019-11-09,73,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,84,1800000.0,2791891.7908614334,991891.7908614334,33236.80703406468,AMORT,Monthly,1,Statement Charge for LD,13.5,Personal Loan,Per Loan sal-Salary-tr-Group deals,ID Update Needed,,,,,,,0.5510509949230186,0.0787215707032883,,2.814714081297865,0.0184648927967026,0.6447241278805483,,,0.3552758721194516,0.6447241278805483,1.8147140812978648,CUR
EG,EG,National ID,Beyond Banking,Professionals,Freelancer,Private business,M,,73,2020-11-14,2020-11-14,2022-10-30,2021-06-05,2024-11-28,Normal,2020-11-14,79,4,MEDIUM,Low Risk Customer,Non-Borrower,EGP,A,42,2000000.0,2541272.664080855,541272.664080855,60506.49200192512,AMORT,Demand,0,NO CHARGE,14.000000000000002,Personal Loan,Secured Personal Loans,ID Update Needed,,,,,,,0.2706363320404275,0.0773246662972649,,4.694995392749488,0.0302532460009625,0.7870072457271615,,,0.2129927542728384,0.7870072457271616,3.694995392749487,PDO
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,34,2023-05-30,2023-05-30,2023-07-02,2023-05-30,2030-06-01,Normal,2023-05-30,1371,5,LOW,Low Risk Customer,Non-Borrower,EGP,B,84,250000.0,555264.4795065073,305264.4795065073,6610.291422696515,AMORT,Demand,1,Admin Charge on LD Retail,26.75,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,NO RESTRICTION,16666.0,SEPARATE,SINGLE,33.31720145844878,0.3966333506958187,4.759600208349824,1.221057918026029,0.1744368454322898,2.616657347778259,1.8189619716127856,0.026441165690786,0.450235895193923,0.1785785717142971,0.3966333506958187,0.5497641048060771,0.450235895193923,0.8189619716127856,CUR
EG,EG,National ID,Mass,Professionals,Freelancer,Private business,M,,45,2019-03-27,2019-03-27,2019-07-01,2019-04-02,2024-04-01,Normal,2019-03-27,-154,5,LOW,Low Risk Customer,Non-Borrower,EGP,A,60,220000.0,324515.6784714555,104515.67847145553,5408.594641190925,AMORT,Monthly,1,Statement Charge for LD,16.5,Personal Loan,PL-MEDICAL DOCTORS,KYC Update Needed,,,,,,,0.4750712657793433,0.0950142531558686,,3.1049473458672003,0.0245845210963223,0.6779333468147094,,,0.3220666531852905,0.6779333468147094,2.1049473458672003,CUR
EG,EG,National ID,Mass,"Others (Goodwife, Non Adult ...)",Employee,Salary,M,,36,2022-05-16,2022-05-16,2022-10-15,2022-05-21,2029-05-15,Normal,2022-05-16,993,5,LOW,Low Risk Customer,Non-Borrower,EGP,B,84,126000.0,247940.1908616852,121940.1908616852,2951.668938829586,AMORT,Demand,1,Admin Charge on LD Retail,22.0,Personal Loan,Per Loan-salaried-NO-sal-tr-non NBK,ID Update Needed,,,MARRIED,,,,0.9677792925530572,0.1382541846504367,,2.0332934458247633,0.0234259439589649,0.5081870735119737,,,0.4918129264880263,0.5081870735119737,1.0332934458247631,CUR
